login_success,wrong_password,invalid_user,last_login_success,last_ip_login_success,user,source_ip,source_port,anomaly
1,1,2,1,1,profile1,102.22.177.9,50290
1,1,2,1,2,profile1,102.22.177.9,56554
1,1,2,1,2,profile1,102.22.177.9,51287
1,1,2,1,2,profile1,102.22.177.9,65310
1,1,2,1,1,user1,102.22.177.9,65164
1,1,2,1,2,user1,102.22.177.9,49799
1,1,2,1,2,user1,102.22.177.9,61666
1,1,2,1,2,user1,102.22.177.9,52598
1,1,2,1,2,user1,102.22.177.9,63510
1,1,2,1,2,user1,102.22.177.9,54295
1,1,2,1,2,user1,102.22.177.9,49384
1,1,2,1,2,user1,102.22.177.9,57323
1,1,2,1,2,user1,102.22.177.9,58589
1,1,2,1,2,user1,102.22.177.9,51808
1,1,2,1,2,user1,102.22.177.9,53133
1,1,2,1,2,user1,102.22.177.9,54157
1,1,2,1,2,user1,102.22.177.9,55448
1,1,2,1,2,user1,102.22.177.9,56758
1,1,2,1,2,user1,102.22.177.9,57801
1,1,2,1,2,user1,102.22.177.9,58338
1,1,2,1,2,user1,102.22.177.9,59616
1,1,2,1,2,user1,102.22.177.9,65004
1,1,2,1,2,user1,102.22.177.9,49896
1,1,2,1,2,user1,102.22.177.9,51051
1,1,2,1,1,admin1,102.22.177.9,52185
1,1,2,1,2,admin1,102.22.177.9,55930
1,1,2,1,2,admin1,102.22.177.9,57240
1,1,2,1,2,admin1,102.22.177.9,58396
1,1,2,1,2,admin1,102.22.177.9,59632
1,1,2,1,2,admin1,102.22.177.9,60934
1,1,2,1,2,admin1,102.22.177.9,62192
1,1,2,1,2,admin1,102.22.177.9,63266
1,1,2,1,2,admin1,102.22.177.9,64442
1,1,2,1,2,admin1,102.22.177.9,49326
1,1,2,1,2,admin1,102.22.177.9,50334
1,1,2,1,2,admin1,102.22.177.9,51609
1,1,2,1,2,admin1,102.22.177.9,52705
1,1,2,1,2,admin1,102.22.177.9,53871
1,1,2,1,2,admin1,102.22.177.9,51674
1,1,2,1,2,admin1,102.22.177.9,51451
1,1,2,1,2,admin1,102.22.177.9,53225
1,1,2,1,2,admin1,102.22.177.9,54396
1,1,2,1,2,admin1,102.22.177.9,55563
1,1,2,1,2,admin1,102.22.177.9,56790
1,2,1,1,1,root,102.22.177.9,63215
1,2,1,1,2,root,102.22.177.9,64499
1,2,1,1,2,root,102.22.177.9,49261
1,2,1,1,2,root,102.22.177.9,50257
1,2,1,1,2,root,102.22.177.9,51372
1,2,1,1,2,root,102.22.177.9,52654
1,2,1,1,2,root,102.22.177.9,53079
1,2,1,1,2,root,102.22.177.9,54431
1,2,1,1,2,root,102.22.177.9,55753
1,2,1,1,2,root,102.22.177.9,57142
1,2,1,1,2,root,102.22.177.9,58252
1,2,1,1,2,root,102.22.177.9,59491
1,2,1,1,2,root,102.22.177.9,60141
1,2,1,1,2,root,102.22.177.9,61483
1,2,1,1,2,root,102.22.177.9,62605
1,2,1,1,2,root,102.22.177.9,63628
1,2,1,1,2,root,102.22.177.9,64844
1,2,1,1,2,root,102.22.177.9,49454
1,2,1,1,2,root,102.22.177.9,53689
1,1,2,1,1,ubnt,102.22.177.9,51863
